filename,global_quality_mean,global_quality_std,target_quality_mean,target_quality_std,background_quality_mean,background_quality_std
0000001.jpg,1.2222222222222223,0.42779263194649864,1.3888888888888888,1.0369008625190792,1.2777777777777777,0.5745131499601418
0000003.jpg,2.2777777777777777,1.0740552924509195,2.7777777777777777,0.8084520834544433,2.2222222222222223,0.8782037520219095
0000005.jpg,3.2777777777777777,0.9582800496696001,3.888888888888889,1.1318329168362207,3.3333333333333335,0.9074852129730301
0000006.jpg,1.1111111111111112,0.32338083338177726,1.6666666666666667,1.0289915108550531,1.0555555555555556,0.23570226039551584
0000007.jpg,1.3333333333333333,0.48507125007266594,1.3888888888888888,0.9785276387866012,1.3333333333333333,0.48507125007266594
0000009.jpg,1.5555555555555556,0.6156987634551994,1.6666666666666667,0.9701425001453319,1.1666666666666667,0.3834824944236852
0000012.jpg,1.3888888888888888,0.6076849889141857,2.0555555555555554,1.1099667309387473,1.5,0.7071067811865476
0000015.jpg,2.0555555555555554,0.802365782965103,1.3333333333333333,0.9701425001453319,2.1666666666666665,1.2485285456935957
0000017.jpg,1.8333333333333333,0.8574929257125442,1.3888888888888888,1.0369008625190792,2.0,1.084652289093281
0000018.jpg,1.6111111111111112,0.8498365855987975,2.388888888888889,1.2897281468629183,1.4444444444444444,0.7047921864945659
0000022.jpg,2.2222222222222223,0.8084520834544432,1.7777777777777777,1.0032626514091005,2.0555555555555554,0.802365782965103
0000023.jpg,1.2222222222222223,0.4277926319464985,1.5,1.0431851677040116,1.5,1.0981267472114393
0000024.jpg,1.6666666666666667,0.9074852129730301,1.5,1.0431851677040116,1.9444444444444444,1.1617543641469048
0000028.jpg,1.5,0.6183469424008423,1.8333333333333333,1.0431851677040116,1.5555555555555556,0.7047921864945658
0000029.jpg,1.4444444444444444,0.7047921864945659,1.8333333333333333,1.0431851677040116,1.2777777777777777,0.5745131499601416
0000030.jpg,2.111111111111111,1.0226199851298272,2.0555555555555554,1.1099667309387473,1.7777777777777777,0.8084520834544433
0000031.jpg,1.6111111111111112,0.6978023391872252,2.2222222222222223,1.2153699778283713,1.5,0.6183469424008423
0000032.jpg,1.5,0.8574929257125442,1.2777777777777777,0.9582800496696,1.3888888888888888,0.6076849889141857
0000033.jpg,1.5555555555555556,0.7047921864945659,1.8888888888888888,1.0786096109392211,1.6111111111111112,0.6978023391872252
0000037.jpg,1.5555555555555556,0.8555852638929973,1.6111111111111112,1.1447521637192346,1.5,0.985184366143778
0000043.jpg,2.0,0.9701425001453319,2.7222222222222223,1.0178151661369075,1.9444444444444444,1.1617543641469048
0000044.jpg,2.5555555555555554,0.8555852638929973,1.8333333333333333,1.200490095997562,2.5,0.9235481451827988
0000046.jpg,1.3333333333333333,0.6859943405700354,1.7777777777777777,0.8782037520219095,1.2777777777777777,0.5745131499601416
0000047.jpg,1.4444444444444444,0.855585263892997,1.8888888888888888,1.1318329168362207,1.3888888888888888,0.6978023391872253
0000048.jpg,2.7777777777777777,1.2628425245572248,3.1666666666666665,1.200490095997562,2.9444444444444446,0.9983646759294875
0000049.jpg,3.2222222222222223,1.1659661762602749,3.0555555555555554,1.3491706481792796,2.9444444444444446,1.2589548523523146
0000050.jpg,2.5555555555555554,1.1991282236408358,2.5,0.8574929257125443,2.5,1.1504474832710556
0000051.jpg,1.8333333333333333,0.9851843661437781,2.5,0.9851843661437781,1.7777777777777777,0.8782037520219095
0000052.jpg,3.9444444444444446,0.9983646759294875,3.611111111111111,1.0921586228732252,3.888888888888889,1.0226199851298272
0000053.jpg,3.5,1.0431851677040116,3.8333333333333335,0.8574929257125442,3.5,1.0431851677040116
